UTC,Open,High,Low,Close,Volume
21.01.2026 12:00:00.000 UTC,1.17141,1.17145,1.17128,1.17134,109.35
21.01.2026 12:01:00.000 UTC,1.17133,1.17133,1.17119,1.17124,35.1
21.01.2026 12:02:00.000 UTC,1.17126,1.1715,1.17124,1.17147,123.75
21.01.2026 12:03:00.000 UTC,1.17149,1.17149,1.17136,1.17148,52.65
21.01.2026 12:04:00.000 UTC,1.17149,1.1716,1.17145,1.17151,129.15
21.01.2026 12:05:00.000 UTC,1.17153,1.17162,1.17146,1.1715,92.25
21.01.2026 12:06:00.000 UTC,1.17149,1.17151,1.17142,1.17145,222.75
21.01.2026 12:07:00.000 UTC,1.17146,1.17151,1.17142,1.17151,151.2
21.01.2026 12:08:00.000 UTC,1.1715,1.17158,1.17149,1.17154,47.7
21.01.2026 12:09:00.000 UTC,1.17154,1.17174,1.17154,1.17165,76.5
21.01.2026 12:10:00.000 UTC,1.17165,1.17175,1.17165,1.17171,30.6
21.01.2026 12:11:00.000 UTC,1.17172,1.1718,1.17166,1.17175,68.4
21.01.2026 12:12:00.000 UTC,1.17173,1.17191,1.17172,1.1719,63.45
21.01.2026 12:13:00.000 UTC,1.1719,1.17206,1.1719,1.17202,110.7
21.01.2026 12:14:00.000 UTC,1.172,1.17217,1.172,1.17206,149.85
21.01.2026 12:15:00.000 UTC,1.17207,1.17215,1.17204,1.17209,51.3
21.01.2026 12:16:00.000 UTC,1.17207,1.17207,1.17196,1.17197,54
21.01.2026 12:17:00.000 UTC,1.17196,1.172,1.1719,1.172,70.2
21.01.2026 12:18:00.000 UTC,1.17199,1.17205,1.17195,1.172,64.35
21.01.2026 12:19:00.000 UTC,1.17199,1.17213,1.17199,1.17205,91.8
21.01.2026 12:20:00.000 UTC,1.17206,1.17214,1.17205,1.17208,94.95
21.01.2026 12:21:00.000 UTC,1.17207,1.17219,1.17207,1.17218,79.65
21.01.2026 12:22:00.000 UTC,1.17219,1.17225,1.17217,1.17221,95.85
21.01.2026 12:23:00.000 UTC,1.1722,1.17222,1.17215,1.17216,50.62
21.01.2026 12:24:00.000 UTC,1.17217,1.17232,1.17211,1.17228,135.9
21.01.2026 12:25:00.000 UTC,1.17227,1.17227,1.17212,1.17215,60.3
21.01.2026 12:26:00.000 UTC,1.17215,1.17223,1.17215,1.17223,88.2
21.01.2026 12:27:00.000 UTC,1.17225,1.17238,1.17223,1.17236,93.6
21.01.2026 12:28:00.000 UTC,1.17237,1.17245,1.17236,1.17239,72.9
21.01.2026 12:29:00.000 UTC,1.17238,1.17244,1.17236,1.17244,64.8
21.01.2026 12:30:00.000 UTC,1.17245,1.17249,1.17241,1.17246,64.12
21.01.2026 12:31:00.000 UTC,1.17243,1.17257,1.17242,1.17251,73.12
21.01.2026 12:32:00.000 UTC,1.1725,1.17268,1.17248,1.17267,91.8
21.01.2026 12:33:00.000 UTC,1.17267,1.17275,1.17266,1.17272,108
21.01.2026 12:34:00.000 UTC,1.17273,1.17284,1.17272,1.17278,90.89
21.01.2026 12:35:00.000 UTC,1.17279,1.1729,1.17279,1.17286,110.7
21.01.2026 12:36:00.000 UTC,1.17286,1.17287,1.17272,1.17283,82.8
21.01.2026 12:37:00.000 UTC,1.17282,1.17294,1.17281,1.1729,83.7
21.01.2026 12:38:00.000 UTC,1.17288,1.17294,1.17286,1.17293,56.7
21.01.2026 12:39:00.000 UTC,1.17294,1.17296,1.17286,1.17287,90.9
21.01.2026 12:40:00.000 UTC,1.17287,1.17292,1.17286,1.17292,65.7
21.01.2026 12:41:00.000 UTC,1.17291,1.17297,1.17286,1.17296,66.6
21.01.2026 12:42:00.000 UTC,1.17296,1.17302,1.17288,1.17295,100.21
21.01.2026 12:43:00.000 UTC,1.17295,1.17311,1.17295,1.17309,64.8
21.01.2026 12:44:00.000 UTC,1.17311,1.17316,1.17301,1.17302,87.3
21.01.2026 12:45:00.000 UTC,1.17303,1.17317,1.17302,1.17314,93.6
21.01.2026 12:46:00.000 UTC,1.17315,1.17317,1.17308,1.17308,78.3
21.01.2026 12:47:00.000 UTC,1.17308,1.17317,1.17303,1.17317,109.8
21.01.2026 12:48:00.000 UTC,1.17318,1.17323,1.17315,1.1732,41.4
21.01.2026 12:49:00.000 UTC,1.17321,1.17331,1.1732,1.17331,40.5
21.01.2026 12:50:00.000 UTC,1.17331,1.17333,1.17326,1.17333,67.95
21.01.2026 12:51:00.000 UTC,1.17333,1.17335,1.17326,1.17334,62.32
