UTC,Open,High,Low,Close,Volume
06.01.2026 12:00:00.000 UTC,1.17063,1.17082,1.17063,1.17081,40.71
06.01.2026 12:01:00.000 UTC,1.17079,1.17088,1.17075,1.17088,60.65
06.01.2026 12:02:00.000 UTC,1.17088,1.17098,1.17086,1.17088,37.06
06.01.2026 12:03:00.000 UTC,1.1709,1.17096,1.17089,1.17096,29.92
06.01.2026 12:04:00.000 UTC,1.17095,1.17097,1.17085,1.17086,39.82
06.01.2026 12:05:00.000 UTC,1.17089,1.17098,1.17089,1.17092,57.69
06.01.2026 12:06:00.000 UTC,1.17091,1.17097,1.17088,1.17094,21.69
06.01.2026 12:07:00.000 UTC,1.17093,1.17095,1.17089,1.17093,38.47
06.01.2026 12:08:00.000 UTC,1.17094,1.17102,1.17094,1.171,26.1
06.01.2026 12:09:00.000 UTC,1.171,1.17113,1.171,1.17107,87.02
06.01.2026 12:10:00.000 UTC,1.17106,1.17115,1.17103,1.17114,47.69
06.01.2026 12:11:00.000 UTC,1.17114,1.17114,1.17102,1.17103,19.12
06.01.2026 12:12:00.000 UTC,1.17101,1.17101,1.17091,1.171,31.5
06.01.2026 12:13:00.000 UTC,1.17102,1.17107,1.17099,1.17106,43.2
06.01.2026 12:14:00.000 UTC,1.17106,1.17117,1.17106,1.17117,24.39
06.01.2026 12:15:00.000 UTC,1.17116,1.17121,1.17105,1.17115,67.05
06.01.2026 12:16:00.000 UTC,1.17116,1.1712,1.17111,1.17111,38.37
06.01.2026 12:17:00.000 UTC,1.17109,1.17119,1.17109,1.17118,43.02
06.01.2026 12:18:00.000 UTC,1.17117,1.17119,1.17109,1.1711,36.96
06.01.2026 12:19:00.000 UTC,1.1711,1.17115,1.17101,1.17101,61.2
06.01.2026 12:20:00.000 UTC,1.17099,1.17111,1.17097,1.17104,38.47
06.01.2026 12:21:00.000 UTC,1.17105,1.17106,1.17099,1.17102,16.87
06.01.2026 12:22:00.000 UTC,1.17102,1.1711,1.17102,1.17108,34.02
06.01.2026 12:23:00.000 UTC,1.17106,1.17108,1.17102,1.17106,23.13
06.01.2026 12:24:00.000 UTC,1.17108,1.17108,1.171,1.171,21.15
06.01.2026 12:25:00.000 UTC,1.17099,1.17099,1.17082,1.17087,44.32
06.01.2026 12:26:00.000 UTC,1.17084,1.17085,1.1707,1.17085,31.05
06.01.2026 12:27:00.000 UTC,1.17087,1.17091,1.17072,1.17072,50.58
06.01.2026 12:28:00.000 UTC,1.17073,1.17077,1.17062,1.17066,49.72
06.01.2026 12:29:00.000 UTC,1.17063,1.17071,1.1706,1.17062,58.5
06.01.2026 12:30:00.000 UTC,1.17061,1.17061,1.17048,1.17052,76.05
06.01.2026 12:31:00.000 UTC,1.17051,1.17068,1.17049,1.17067,72.48
06.01.2026 12:32:00.000 UTC,1.17067,1.17071,1.17059,1.17066,65.88
06.01.2026 12:33:00.000 UTC,1.17067,1.17068,1.17061,1.17062,86.31
06.01.2026 12:34:00.000 UTC,1.17062,1.17062,1.17053,1.17056,53.98
06.01.2026 12:35:00.000 UTC,1.17055,1.17074,1.17055,1.17072,96.93
06.01.2026 12:36:00.000 UTC,1.17071,1.17072,1.17067,1.17069,69.23
06.01.2026 12:37:00.000 UTC,1.17068,1.17069,1.17048,1.17051,73.21
