UTC,Open,High,Low,Close,Volume
16.03.2026 12:00:00.000 UTC,1.14793,1.14808,1.14784,1.14792,150.99
16.03.2026 12:01:00.000 UTC,1.14793,1.14807,1.14784,1.14806,219.96
16.03.2026 12:02:00.000 UTC,1.14804,1.14817,1.14797,1.14799,106.22
16.03.2026 12:03:00.000 UTC,1.14798,1.14821,1.14798,1.1482,93.27
16.03.2026 12:04:00.000 UTC,1.14819,1.14822,1.14805,1.14806,69.83
16.03.2026 12:05:00.000 UTC,1.14806,1.14811,1.14782,1.1479,158.08
16.03.2026 12:06:00.000 UTC,1.1479,1.14797,1.14784,1.1479,86.48
16.03.2026 12:07:00.000 UTC,1.1479,1.14803,1.14786,1.1479,70.29
16.03.2026 12:08:00.000 UTC,1.1479,1.14794,1.14779,1.1479,84.17
16.03.2026 12:09:00.000 UTC,1.14792,1.14805,1.14784,1.148,116.1
16.03.2026 12:10:00.000 UTC,1.148,1.148,1.14762,1.14788,105.27
16.03.2026 12:11:00.000 UTC,1.14787,1.14797,1.14785,1.14788,114.39
16.03.2026 12:12:00.000 UTC,1.14786,1.14848,1.14784,1.14838,194.83
16.03.2026 12:13:00.000 UTC,1.14838,1.14849,1.14837,1.14839,99.71
16.03.2026 12:14:00.000 UTC,1.14841,1.14846,1.14823,1.14826,77.62
16.03.2026 12:15:00.000 UTC,1.14826,1.14833,1.14815,1.14815,112.95
16.03.2026 12:16:00.000 UTC,1.14817,1.1483,1.14808,1.14817,131.13
16.03.2026 12:17:00.000 UTC,1.14816,1.14833,1.14812,1.14829,125.34
16.03.2026 12:18:00.000 UTC,1.14828,1.14828,1.14813,1.14815,88.85
16.03.2026 12:19:00.000 UTC,1.14819,1.14832,1.14814,1.14823,149.4
16.03.2026 12:20:00.000 UTC,1.14821,1.14821,1.14798,1.14806,229.04
16.03.2026 12:21:00.000 UTC,1.14802,1.14803,1.14784,1.148,114.1
16.03.2026 12:22:00.000 UTC,1.148,1.14813,1.14792,1.1481,111.82
16.03.2026 12:23:00.000 UTC,1.1481,1.14823,1.1481,1.14812,85.27
16.03.2026 12:24:00.000 UTC,1.14813,1.14826,1.14809,1.14809,110.06
16.03.2026 12:25:00.000 UTC,1.14807,1.14813,1.148,1.14809,74.02
16.03.2026 12:26:00.000 UTC,1.14808,1.14825,1.14808,1.14824,86.61
16.03.2026 12:27:00.000 UTC,1.14825,1.14827,1.14815,1.14815,40.5
16.03.2026 12:28:00.000 UTC,1.14815,1.14819,1.14809,1.14815,56.34
16.03.2026 12:29:00.000 UTC,1.14816,1.14816,1.14803,1.14808,68.62
16.03.2026 12:30:00.000 UTC,1.14807,1.14863,1.14807,1.14856,138.37
16.03.2026 12:31:00.000 UTC,1.14859,1.14877,1.14852,1.14869,98.55
16.03.2026 12:32:00.000 UTC,1.14868,1.14878,1.14849,1.14875,117.64
16.03.2026 12:33:00.000 UTC,1.14876,1.14876,1.14831,1.14836,175.69
16.03.2026 12:34:00.000 UTC,1.14836,1.14867,1.14836,1.14846,178.86
16.03.2026 12:35:00.000 UTC,1.14844,1.14847,1.14824,1.14829,150.04
16.03.2026 12:36:00.000 UTC,1.14831,1.1484,1.14827,1.14838,161.09
16.03.2026 12:37:00.000 UTC,1.14836,1.14847,1.14831,1.14833,161.77
16.03.2026 12:38:00.000 UTC,1.14831,1.14832,1.14812,1.14812,138.13
16.03.2026 12:39:00.000 UTC,1.14816,1.14829,1.14812,1.14812,132.12
16.03.2026 12:40:00.000 UTC,1.14812,1.14828,1.14799,1.14812,178.28
16.03.2026 12:41:00.000 UTC,1.14811,1.14811,1.14788,1.14793,141.75
16.03.2026 12:42:00.000 UTC,1.14789,1.14812,1.14785,1.14809,118.8
16.03.2026 12:43:00.000 UTC,1.14808,1.1482,1.14806,1.14814,120.8
16.03.2026 12:44:00.000 UTC,1.14815,1.14817,1.14799,1.14801,138.35
16.03.2026 12:45:00.000 UTC,1.14802,1.14821,1.148,1.14814,198.36
16.03.2026 12:46:00.000 UTC,1.14811,1.1482,1.14787,1.14787,195.03
16.03.2026 12:47:00.000 UTC,1.14787,1.14808,1.14782,1.14797,205.97
16.03.2026 12:48:00.000 UTC,1.14795,1.14795,1.14757,1.14757,122.45
16.03.2026 12:49:00.000 UTC,1.14761,1.14789,1.14759,1.14785,132.07
16.03.2026 12:50:00.000 UTC,1.14786,1.14786,1.14759,1.1476,129.13
16.03.2026 12:51:00.000 UTC,1.14763,1.14777,1.14763,1.14766,99.67
16.03.2026 12:52:00.000 UTC,1.14768,1.1479,1.14763,1.14771,155.46
16.03.2026 12:53:00.000 UTC,1.14768,1.1477,1.14751,1.14754,151.87
16.03.2026 12:54:00.000 UTC,1.14755,1.14776,1.14755,1.14772,111.6
16.03.2026 12:55:00.000 UTC,1.14772,1.14772,1.14737,1.14737,157.5
16.03.2026 12:56:00.000 UTC,1.14739,1.14741,1.14727,1.14732,104.4
16.03.2026 12:57:00.000 UTC,1.14733,1.14739,1.14727,1.14738,160.42
16.03.2026 12:58:00.000 UTC,1.14738,1.14739,1.14721,1.14726,128.92
16.03.2026 12:59:00.000 UTC,1.14725,1.14737,1.14723,1.14737,87.3
16.03.2026 13:00:00.000 UTC,1.14738,1.14772,1.14738,1.14772,258.49
16.03.2026 13:01:00.000 UTC,1.1477,1.14775,1.14749,1.14761,240.73
16.03.2026 13:02:00.000 UTC,1.1476,1.14771,1.14754,1.14755,104.24
16.03.2026 13:03:00.000 UTC,1.14754,1.14767,1.14752,1.14756,151.86
16.03.2026 13:04:00.000 UTC,1.14753,1.14776,1.14749,1.14772,118.1
16.03.2026 13:05:00.000 UTC,1.14773,1.14792,1.1477,1.14774,115.62
16.03.2026 13:06:00.000 UTC,1.14775,1.14777,1.14768,1.14774,123.07
16.03.2026 13:07:00.000 UTC,1.14775,1.14789,1.14774,1.14776,112.5
16.03.2026 13:08:00.000 UTC,1.14781,1.14785,1.14767,1.14783,177.7
16.03.2026 13:09:00.000 UTC,1.14784,1.14788,1.1477,1.14777,89.55
16.03.2026 13:10:00.000 UTC,1.14776,1.14784,1.14771,1.14776,126.44
16.03.2026 13:11:00.000 UTC,1.14774,1.14788,1.14764,1.14788,89.97
16.03.2026 13:12:00.000 UTC,1.14788,1.14804,1.14782,1.148,92.24
16.03.2026 13:13:00.000 UTC,1.14801,1.14809,1.148,1.14808,61.42
16.03.2026 13:14:00.000 UTC,1.14808,1.14808,1.14794,1.14803,44.55
16.03.2026 13:15:00.000 UTC,1.14804,1.14809,1.14774,1.1478,80.93
16.03.2026 13:16:00.000 UTC,1.14781,1.14791,1.14775,1.14791,123.84
16.03.2026 13:17:00.000 UTC,1.14792,1.14801,1.14784,1.148,136.76
16.03.2026 13:18:00.000 UTC,1.14798,1.14798,1.14776,1.14776,88.65
16.03.2026 13:19:00.000 UTC,1.14777,1.14782,1.14768,1.14771,107.55
16.03.2026 13:20:00.000 UTC,1.14769,1.14769,1.14745,1.14745,112.05
16.03.2026 13:21:00.000 UTC,1.14746,1.14765,1.14745,1.14765,73.33
16.03.2026 13:22:00.000 UTC,1.14765,1.14812,1.14764,1.14807,104.59
16.03.2026 13:23:00.000 UTC,1.14805,1.14822,1.14805,1.14808,189.22
16.03.2026 13:24:00.000 UTC,1.14808,1.14814,1.14802,1.1481,99
16.03.2026 13:25:00.000 UTC,1.14809,1.14814,1.14807,1.14811,78.3
16.03.2026 13:26:00.000 UTC,1.14812,1.14822,1.1481,1.14822,75.6
16.03.2026 13:27:00.000 UTC,1.14822,1.14832,1.14818,1.14822,112.93
16.03.2026 13:28:00.000 UTC,1.14821,1.14834,1.14818,1.14828,139.5
16.03.2026 13:29:00.000 UTC,1.14828,1.14828,1.14815,1.14816,60.75
16.03.2026 13:30:00.000 UTC,1.14817,1.14833,1.14811,1.14833,192.4
16.03.2026 13:31:00.000 UTC,1.14831,1.14847,1.14816,1.14832,253.09
16.03.2026 13:32:00.000 UTC,1.14831,1.14848,1.14826,1.14847,209.01
16.03.2026 13:33:00.000 UTC,1.14846,1.14872,1.14842,1.14862,235.32
16.03.2026 13:34:00.000 UTC,1.14861,1.14872,1.14831,1.14833,171.9
16.03.2026 13:35:00.000 UTC,1.14831,1.14847,1.1482,1.14842,168.52
16.03.2026 13:36:00.000 UTC,1.14844,1.14865,1.14837,1.14865,166.49
16.03.2026 13:37:00.000 UTC,1.14866,1.14875,1.14858,1.14875,241.42
16.03.2026 13:38:00.000 UTC,1.14875,1.14881,1.14862,1.14871,204.57
16.03.2026 13:39:00.000 UTC,1.14871,1.14882,1.1487,1.14878,100.35
16.03.2026 13:40:00.000 UTC,1.14877,1.14885,1.14872,1.14884,144.9
16.03.2026 13:41:00.000 UTC,1.14884,1.14885,1.14861,1.14862,164.23
16.03.2026 13:42:00.000 UTC,1.14862,1.14873,1.14855,1.14871,177.75
16.03.2026 13:43:00.000 UTC,1.14871,1.14871,1.14855,1.1487,130.93
16.03.2026 13:44:00.000 UTC,1.1487,1.149,1.14865,1.14886,192.82
16.03.2026 13:45:00.000 UTC,1.14885,1.14891,1.14878,1.14886,139.97
16.03.2026 13:46:00.000 UTC,1.14886,1.14912,1.14884,1.14912,144.41
16.03.2026 13:47:00.000 UTC,1.14912,1.14928,1.1491,1.14926,113.05
16.03.2026 13:48:00.000 UTC,1.14927,1.14927,1.14897,1.14903,135.22
16.03.2026 13:49:00.000 UTC,1.14902,1.1491,1.14884,1.14906,146.43
16.03.2026 13:50:00.000 UTC,1.14905,1.14941,1.14899,1.14927,175.26
16.03.2026 13:51:00.000 UTC,1.14927,1.14954,1.14917,1.14942,212.22
16.03.2026 13:52:00.000 UTC,1.14942,1.14949,1.14937,1.14941,302.16
16.03.2026 13:53:00.000 UTC,1.14942,1.14956,1.1493,1.14956,233.87
16.03.2026 13:54:00.000 UTC,1.14957,1.14972,1.14956,1.14969,195.75
16.03.2026 13:55:00.000 UTC,1.14971,1.14995,1.14968,1.14983,226.33
16.03.2026 13:56:00.000 UTC,1.14981,1.14985,1.14971,1.1498,117.87
16.03.2026 13:57:00.000 UTC,1.14981,1.14997,1.14979,1.14996,120.6
16.03.2026 13:58:00.000 UTC,1.14995,1.15007,1.14988,1.15004,210.37
16.03.2026 13:59:00.000 UTC,1.15002,1.15006,1.14996,1.15002,127.89
16.03.2026 14:00:00.000 UTC,1.15,1.15,1.14975,1.14995,246.91
16.03.2026 14:01:00.000 UTC,1.14996,1.14996,1.14974,1.14989,232.83
16.03.2026 14:02:00.000 UTC,1.14989,1.15021,1.14978,1.1501,206.58
16.03.2026 14:03:00.000 UTC,1.15008,1.1501,1.1499,1.14997,236.23
16.03.2026 14:04:00.000 UTC,1.14997,1.14997,1.14958,1.14959,212.82
16.03.2026 14:05:00.000 UTC,1.14958,1.14961,1.14935,1.14946,273.35
16.03.2026 14:06:00.000 UTC,1.14946,1.14972,1.14946,1.14966,115.2
16.03.2026 14:07:00.000 UTC,1.14965,1.14977,1.14959,1.14964,159.97
16.03.2026 14:08:00.000 UTC,1.14964,1.15,1.14959,1.14999,235.89
16.03.2026 14:09:00.000 UTC,1.15001,1.15005,1.14981,1.14984,203.84
16.03.2026 14:10:00.000 UTC,1.14983,1.15017,1.14974,1.15017,170.3
16.03.2026 14:11:00.000 UTC,1.15016,1.15018,1.15005,1.15014,149.39
16.03.2026 14:12:00.000 UTC,1.15015,1.1502,1.14994,1.15001,161.4
16.03.2026 14:13:00.000 UTC,1.15002,1.15012,1.14996,1.15011,153.93
